tid,temperatur,lufttemperatur
2024-06-28 15:00:02,13.0,16.2
2024-06-28 16:00:04,12.9,15.9
2024-06-28 17:00:03,13.0,16.1
2024-06-28 18:00:03,12.9,14.7
2024-06-28 19:00:03,12.9,13.3
2024-06-28 20:00:03,12.9,12.6
2024-06-28 21:00:03,12.8,12.3
2024-06-28 22:00:04,12.8,11.7
2024-06-28 23:00:04,12.8,11.5
2024-06-29 00:00:03,12.7,11.3
2024-06-29 01:00:03,12.7,11.3
2024-06-29 02:00:04,12.6,11.1
2024-06-29 03:00:03,12.5,11.3
2024-06-29 04:00:03,12.5,11.3
2024-06-29 05:00:02,12.6,11.2
2024-06-29 06:00:03,12.4,12.4
2024-06-29 07:00:03,12.6,12.4
2024-06-29 08:00:02,12.5,12.9
2024-06-29 09:00:02,12.5,13.0
2024-06-29 10:00:03,12.5,15.5
2024-06-29 11:00:02,12.6,14.9
2024-06-29 12:00:03,12.7,16.0
2024-06-29 13:00:02,12.9,14.6
